R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
37;Ambühl Andres;ZSC Lions;Stürmer;12;3;0;0;0;1;3;0;0;0;0;0
38;Shannon Ryan;ZSC Lions;Stürmer;12;2;5;4;1;0;0;1;1;4;1;0
39;Campbell Jeff;SC Bern;Stürmer;10;2;5;2;3;0;1;3;1;2;0;0
40;Omark Linus;EV Zug;Stürmer;12;2;4;4;0;0;2;3;0;1;0;0
41;Picard Alexandre;Genève-Servette HC;Stürmer;6;2;4;3;1;0;1;4;1;0;0;0
42;Metropolit Glen;HC Lugano;Stürmer;7;2;4;2;2;0;1;2;1;2;0;0
43;Furrer Andreas;EV Zug;Verteidiger;14;2;3;3;0;0;2;3;0;0;0;0
44;Fritsche Dan;Genève-Servette HC;Stürmer;7;2;3;2;1;0;2;3;0;0;0;0
45;Von Arx Reto;HC Davos;Stürmer;5;2;3;1;2;0;2;3;0;0;0;0
46;Furrer Philippe;SC Bern;Verteidiger;18;2;3;1;2;1;1;1;1;2;0;0
47;Cunti Luca;ZSC Lions;Stürmer;12;2;3;1;2;0;2;2;0;1;0;0
48;Schäppi Reto;ZSC Lions;Stürmer;12;2;2;1;1;0;2;2;0;0;0;0
49;Mauldin Greg;Fribourg-Gottéron;Stürmer;18;2;2;1;1;0;1;1;0;1;1;0
50;Chiesa Alessandro;EV Zug;Verteidiger;14;2;2;1;1;0;1;1;1;1;0;0
51;Wieser Marc;EHC Biel;Stürmer;7;2;1;1;0;1;1;0;1;1;0;0
52;Wieser Dino;HC Davos;Stürmer;6;2;1;1;0;1;2;1;0;0;0;0
53;Vauclair Tristan;Fribourg-Gottéron;Stürmer;17;2;1;1;0;0;2;1;0;0;0;0
54;Bertschy Christoph;SC Bern;Stürmer;20;2;1;1;0;0;2;1;0;0;0;0
55;Berger Alain;SC Bern;Stürmer;20;2;1;1;0;0;2;1;0;0;0;0
56;Sykora Petr;HC Davos;Stürmer;7;2;1;0;1;0;2;0;0;1;0;0
57;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;17;2;1;0;1;0;1;1;0;0;1;0
58;Blindenbacher Severin;ZSC Lions;Verteidiger;10;2;1;0;1;0;0;0;1;1;1;0
59;Salmelainen Tony;Genève-Servette HC;Stürmer;7;2;0;0;0;0;1;0;0;0;1;0
60;Peter Emanuel;EHC Biel;Stürmer;7;2;0;0;0;0;2;0;0;0;0;0
61;Heikkinen Ilkka;HC Lugano;Verteidiger;7;2;0;0;0;1;1;0;1;0;0;0
62;McLean Brett;HC Lugano;Stürmer;7;1;7;4;3;0;1;3;0;4;0;0
63;Birbaum Alain;Fribourg-Gottéron;Verteidiger;18;1;7;2;5;0;1;2;0;5;0;0
64;Schnyder Fabian;EV Zug;Stürmer;14;1;6;3;3;0;0;6;0;0;1;0
65;Loeffel Romain;Fribourg-Gottéron;Verteidiger;18;1;5;3;2;0;0;2;1;3;0;0
66;Kwiatkowski Joel;Fribourg-Gottéron;Verteidiger;18;1;5;3;2;0;1;1;0;4;0;0
67;Campoli Chris;EHC Biel;Verteidiger;6;1;5;3;2;0;1;1;0;4;0;0
68;Wozniewski Andy;EV Zug;Verteidiger;10;1;4;1;3;0;0;3;1;1;0;0
69;Lauper Adrien;Fribourg-Gottéron;Stürmer;15;1;3;1;2;0;1;3;0;0;0;0
70;Rosa Pavel;HC Lugano;Stürmer;4;1;2;2;0;0;1;1;0;1;0;0
71;Sykora Petr;SC Bern;-;4;1;2;1;1;0;1;2;0;0;0;0
72;Pittis Domenico;EV Zug;Stürmer;8;1;2;1;1;1;0;0;1;2;0;0
73;Ngoy Michael;Fribourg-Gottéron;Verteidiger;18;1;2;1;1;0;1;1;0;1;0;0
74;Helbling Timo;EV Zug;Verteidiger;14;1;2;1;1;1;1;2;0;0;0;0
75;Heins Shawn;Fribourg-Gottéron;Verteidiger;14;1;2;1;1;1;0;1;1;0;0;1
76;Vauclair Julien;HC Lugano;Verteidiger;7;1;2;0;2;0;1;2;0;0;0;0
77;Wetzel Philipp;EHC Biel;Stürmer;7;1;1;1;0;0;1;1;0;0;0;0
78;Vukovic Daniel;Genève-Servette HC;Verteidiger;7;1;1;1;0;0;1;1;0;0;0;0
79;Ulmer Martin;EHC Biel;Stürmer;7;1;1;1;0;0;0;1;1;0;0;0
80;Sciaroni Gregory;HC Davos;Stürmer;7;1;1;1;0;1;1;1;0;0;0;0
81;MacMurchy Ryan;EHC Biel;Stürmer;3;1;1;1;0;0;0;1;1;0;0;0
82;Grossmann Robin;HC Davos;Verteidiger;7;1;1;1;0;0;1;0;0;1;0;0
83;Fritsche John;Genève-Servette HC;Stürmer;7;1;1;1;0;1;1;1;0;0;0;0
84;Dvorak Radek;HC Davos;Stürmer;7;1;1;1;0;0;0;0;1;1;0;0
85;Ulmer Stefan;HC Lugano;Verteidiger;4;1;1;0;1;1;1;1;0;0;0;0
86;Neuenschwander Caryl;SC Bern;Stürmer;20;1;1;0;1;0;1;1;0;0;0;0
87;McCarthy Steve;ZSC Lions;Verteidiger;2;1;1;0;1;0;1;1;0;0;0;0
88;Iglesias Frédéric;Genève-Servette HC;Verteidiger;6;1;1;0;1;0;0;1;1;0;0;0
89;Huguenin Anthony;EHC Biel;Verteidiger;6;1;1;0;1;0;1;0;0;1;0;0
90;Walker Julian;Genève-Servette HC;Stürmer;7;1;0;0;0;0;1;0;0;0;0;0
91;Simion Dario;HC Lugano;Stürmer;7;1;0;0;0;0;1;0;0;0;0;0
92;Schommer Patrick;HC Davos;Stürmer;4;1;0;0;0;0;1;0;0;0;0;0
93;Ryser Sven;HC Davos;Stürmer;6;1;0;0;0;1;1;0;0;0;0;0
94;Ruefenacht Thomas;HC Lugano;Stürmer;3;1;0;0;0;0;1;0;0;0;0;0
95;Marha Josef;HC Davos;Stürmer;7;1;0;0;0;0;0;0;1;0;0;0
96;Lüthi Fabian;EV Zug;Stürmer;14;1;0;0;0;1;1;0;0;0;0;0
97;Linglet Charles;HC Lugano;Stürmer;3;1;0;0;0;0;1;0;0;0;0;0
98;Kellenberger Steve;EHC Biel;Stürmer;7;1;0;0;0;0;1;0;0;0;0;0
99;Gerber Roland;Genève-Servette HC;Stürmer;7;1;0;0;0;0;1;0;0;0;0;0
100;Diem Nolan;EV Zug;Stürmer;14;1;0;0;0;0;1;0;0;0;0;0
101;Conne Flavien;HC Lugano;Stürmer;7;1;0;0;0;0;1;0;0;0;0;0
102;Seger Mathias;ZSC Lions;Verteidiger;12;0;9;6;3;0;0;6;0;3;0;0
103;Dubé Christian;Fribourg-Gottéron;Stürmer;16;0;9;4;5;0;0;7;0;2;0;0
104;Collenberg Franco;SC Bern;Verteidiger;20;0;6;4;2;0;0;4;0;0;0;2
105;Geering Patrick;ZSC Lions;Verteidiger;12;0;6;3;3;0;0;2;0;2;0;2
106;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;17;0;6;3;3;0;0;5;0;0;0;1
107;Lammer Dominic;EV Zug;Stürmer;14;0;5;3;2;0;0;1;0;4;0;0
108;Trachsler Morris;ZSC Lions;Stürmer;12;0;4;2;2;0;0;3;0;0;0;1
109;Forster Beat;HC Davos;Verteidiger;7;0;4;2;2;0;0;2;0;2;0;0
110;Scherwey Tristan;SC Bern;Stürmer;16;0;3;2;1;0;0;3;0;0;0;0
111;Keller Ryan;Genève-Servette HC;Stürmer;6;0;3;2;1;0;0;3;0;0;0;0
112;Ehlers Nikolaj;EHC Biel;Stürmer;7;0;3;1;2;0;0;3;0;0;0;0
113;Steiner Daniel;HC Lugano;Stürmer;7;0;3;0;3;0;0;3;0;0;0;0
114;Carle Mathieu;Genève-Servette HC;Verteidiger;7;0;3;0;3;0;0;2;0;1;0;0
115;Rubin Daniel;SC Bern;Stürmer;18;0;2;2;0;0;0;2;0;0;0;0
116;Randegger Flurin;SC Bern;Verteidiger;20;0;2;2;0;0;0;0;0;2;0;0
117;Nodari Matteo;HC Lugano;Verteidiger;7;0;2;2;0;0;0;2;0;0;0;0
118;Jobin David;SC Bern;Verteidiger;9;0;2;2;0;0;0;1;0;1;0;0
119;Fischer Patrick;EV Zug;Verteidiger;14;0;2;2;0;0;0;2;0;0;0;0
120;Tremblay Alexandre;ZSC Lions;Stürmer;5;0;2;1;1;0;0;2;0;0;0;0
121;Taticek Petr;HC Davos;Stürmer;5;0;2;1;1;0;0;2;0;0;0;0
122;Rivera Christopher;Genève-Servette HC;Stürmer;7;0;2;1;1;0;0;2;0;0;0;0
123;Kamber Oliver;HC Lugano;Stürmer;7;0;2;1;1;0;0;2;0;0;0;0
124;Hofmann Gregory;HC Davos;Stürmer;7;0;2;1;1;0;0;2;0;0;0;0
125;Gerber Beat;SC Bern;Verteidiger;20;0;2;1;1;0;0;2;0;0;0;0
126;Friedli Samuel;Genève-Servette HC;Stürmer;7;0;2;1;1;0;0;2;0;0;0;0
127;Back Rene;HC Davos;Verteidiger;7;0;2;1;1;0;0;1;0;1;0;0
128;Almond Cody;Genève-Servette HC;Stürmer;7;0;2;1;1;0;0;2;0;0;0;0
129;Steinmann Janick;HC Davos;Stürmer;7;0;2;0;2;0;0;1;0;1;0;0
130;Schnyder Daniel;ZSC Lions;Verteidiger;12;0;2;0;2;0;0;2;0;0;0;0
131;Sutter Sebastian;EHC Biel;Stürmer;7;0;1;1;0;0;0;1;0;0;0;0
132;Sushinsky Maxim;Fribourg-Gottéron;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
133;Reuille Sebastien;HC Lugano;Stürmer;7;0;1;1;0;0;0;1;0;0;0;0
134;Micflikier Jacob;EHC Biel;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
135;Meier Dominic;EHC Biel;Verteidiger;7;0;1;1;0;0;0;1;0;0;0;0
136;Lindemann Sven;EV Zug;Stürmer;14;0;1;1;0;0;0;1;0;0;0;0
137;Kienzle Lorenz;HC Lugano;Verteidiger;5;0;1;1;0;0;0;1;0;0;0;0
138;Gautschi Marc;Genève-Servette HC;Verteidiger;6;0;1;1;0;0;0;0;0;1;0;0
139;Randegger Gian-Andrea;Genève-Servette HC;Verteidiger;7;0;1;0;1;0;0;1;0;0;0;0
140;Polak Vojtech;HC Davos;Stürmer;2;0;1;0;1;0;0;1;0;0;0;0
141;Mercier Jonathan;Genève-Servette HC;Verteidiger;7;0;1;0;1;0;0;0;0;1;0;0
142;Lashoff Matt;ZSC Lions;Verteidiger;12;0;1;0;1;0;0;1;0;0;0;0
143;Hächler Cedric;ZSC Lions;Verteidiger;9;0;1;0;1;0;0;0;0;1;0;0
144;Erni Samuel;EV Zug;Verteidiger;14;0;1;0;1;0;0;1;0;0;0;0
145;Cadieux Jan;Fribourg-Gottéron;Stürmer;16;0;1;0;1;0;0;1;0;0;0;0
146;Brügger Sandro;Fribourg-Gottéron;Stürmer;5;0;1;0;1;0;0;1;0;0;0;0
147;Baltisberger Chris;ZSC Lions;Stürmer;8;0;1;0;1;0;0;1;0;0;0;0
148;Zubler Patrick;EV Zug;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
149;Wellinger Thomas;EHC Biel;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
150;Walsky Eric;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
151;Untersander Ramon;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
152;Tschantré Mathieu;EHC Biel;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
153;Trutmann Dario;EHC Biel;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
154;Sieber Lukas;HC Davos;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
155;Schneuwly Cédric;EV Zug;Stürmer;11;0;0;0;0;0;0;0;0;0;0;0
156;Schneeberger Noah;HC Davos;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
157;Schmutz Julian;SC Bern;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
158;Schlumpf Dominik;HC Lugano;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
159;Schefer Philipp;EV Zug;Verteidiger;11;0;0;0;0;0;0;0;0;0;0;0
160;Schäublin Olivier;Fribourg-Gottéron;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
161;Savary Jean;Genève-Servette HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
162;Rouiller Anthony;EHC Biel;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
163;Rossi Matthias;EV Zug;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
164;Rizzi Sandro;HC Davos;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
165;Ramholt Tim;HC Davos;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
166;Profico Leandro;HC Lugano;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
167;Pivron Pierrick;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
168;Neininger Michael;EHC Biel;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
169;Murray Jordan;HC Lugano;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
170;Mottet Killian;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
171;Morant Johan;HC Lugano;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
172;Maurer Marco;ZSC Lions;Verteidiger;12;0;0;0;0;0;0;0;0;0;0;0
173;Kubina Pavel;Genève-Servette HC;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
174;Kreis Samuel;SC Bern;Verteidiger;8;0;0;0;0;0;0;0;0;0;0;0
175;Kparghai Clarence;EHC Biel;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
176;Kostner Diego;HC Lugano;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
177;Kast Timothy;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
178;Joggi Mathias;HC Davos;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
179;Hirschi Steve;HC Lugano;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
180;Heldstab Beat;SC Bern;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
181;Hänni Andreas;SC Bern;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
182;Guerra Samuel;HC Davos;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
183;Grieder Marc;EHC Biel;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
184;Gossweiler Manuel;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
185;Gloor Kevin;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
186;Füglister Jeffrey;EHC Biel;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
187;Fazzini Luca;HC Lugano;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
188;Fata Rico;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
189;Ehrensperger Gianni;EHC Biel;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
190;Corvi Enzo;HC Davos;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
191;Bühler Cyrill;ZSC Lions;Stürmer;11;0;0;0;0;0;0;0;0;0;0;0
192;Blaser Yannick;EV Zug;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
193;Baltisberger Phil;ZSC Lions;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
194;Antonietti Eliot;Genève-Servette HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
195;Alatalo Santeri;HC Davos;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
